credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1.00,debt_consolidation,0.0740,201.89,9.80,14.13,772.00,7169.96,6954.00,25.30,0.00,0.00,0.00,0.00
1.00,home_improvement,0.0740,31.06,10.31,0.00,772.00,5729.96,11108.00,46.50,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0894,190.63,11.00,23.18,732.00,3539.96,22323.00,29.00,0.00,0.00,0.00,0.00
1.00,all_other,0.0774,99.90,10.71,17.33,737.00,7050.00,12719.00,39.90,1.00,0.00,0.00,0.00
1.00,home_improvement,0.1322,101.41,10.13,3.50,682.00,1530.00,2351.00,24.00,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1357,679.37,10.93,20.03,707.00,5999.96,28296.00,70.70,1.00,0.00,0.00,0.00
1.00,credit_card,0.0859,72.71,10.57,0.98,742.00,2580.00,1868.00,22.80,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0894,158.86,10.46,15.02,727.00,2250.00,3657.00,10.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1531,696.31,11.45,23.79,702.00,4410.00,59980.00,95.50,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1287,504.50,11.65,8.35,702.00,6089.96,12152.00,54.20,2.00,0.00,1.00,0.00
1.00,all_other,0.1218,266.40,10.31,4.16,737.00,2550.00,5820.00,48.50,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1322,169.01,9.90,10.14,687.00,6749.96,5881.00,82.80,3.00,0.00,1.00,0.00
1.00,debt_consolidation,0.0859,227.60,11.63,13.89,767.00,2880.00,600.00,2.40,1.00,0.00,0.00,0.00
1.00,credit_card,0.0894,190.63,10.20,17.73,757.00,4619.96,20873.00,28.40,2.00,0.00,0.00,1.00
1.00,credit_card,0.1322,608.42,11.78,16.99,702.00,6540.00,33756.00,82.30,0.00,0.00,0.00,0.00
1.00,credit_card,0.0774,52.30,9.90,4.68,732.00,3030.00,2927.00,27.90,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1287,174.90,10.97,10.28,687.00,2160.00,2564.00,19.40,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1322,255.20,10.50,13.49,682.00,2729.96,13847.00,74.40,0.00,0.00,0.00,1.00
1.00,all_other,0.0894,317.72,11.04,14.78,742.00,4229.96,1947.00,29.10,2.00,1.00,0.00,0.00
1.00,home_improvement,0.0774,280.97,10.65,2.69,797.00,13111.00,5689.00,6.20,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1183,530.15,10.82,19.03,747.00,3600.00,10740.00,40.40,4.00,0.00,0.00,0.00
1.00,all_other,0.0774,78.05,10.65,6.49,737.00,6359.96,967.00,10.10,1.00,0.00,0.00,0.00
1.00,all_other,0.1148,72.54,10.60,14.55,732.00,1289.96,1959.00,9.80,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1287,622.22,11.03,11.84,707.00,3690.00,9530.00,46.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0859,366.68,11.05,18.02,777.00,5009.96,29568.00,52.30,0.00,0.00,0.00,0.00
1.00,credit_card,0.0774,218.54,11.59,12.69,762.00,8820.00,5872.00,21.40,0.00,0.00,0.00,0.00
1.00,all_other,0.0894,317.72,10.13,13.68,742.00,4080.00,18478.00,37.10,1.00,0.00,0.00,0.00
1.00,home_improvement,0.1357,254.77,11.51,13.28,682.00,5399.96,28384.00,89.00,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1426,240.15,11.16,18.82,692.00,5490.00,16120.00,96.50,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0859,267.11,10.65,17.37,752.00,4410.00,8493.00,58.70,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0774,216.97,10.37,22.73,752.00,11249.96,18512.00,57.10,0.00,0.00,0.00,0.00
1.00,educational,0.1322,338.01,11.00,9.54,692.00,2250.00,2263.00,17.70,0.00,3.00,0.00,0.00
1.00,debt_consolidation,0.1253,401.60,10.82,16.08,712.00,5430.00,15244.00,66.60,0.00,0.00,1.00,0.00
1.00,home_improvement,0.1218,499.50,11.47,8.70,772.00,5160.00,2139.00,30.60,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1218,399.60,11.29,24.88,712.00,5070.00,6950.00,16.60,0.00,0.00,1.00,0.00
1.00,home_improvement,0.1218,666.00,11.16,14.31,722.00,3000.00,2292.00,5.40,1.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1114,492.06,10.51,14.19,752.00,5369.96,2855.00,25.30,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1148,659.37,11.04,18.40,767.00,10920.00,33184.00,48.00,0.00,0.00,0.00,0.00
1.00,all_other,0.1148,98.91,10.86,21.72,707.00,4410.00,11791.00,63.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0859,221.28,11.00,22.73,742.00,2550.00,8441.00,18.80,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1357,339.69,11.59,15.74,702.00,3990.00,23464.00,31.10,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1148,626.41,10.43,17.44,752.00,4802.00,25008.00,36.00,0.00,0.00,0.00,0.00
1.00,major_purchase,0.0774,312.19,10.90,9.11,792.00,9029.96,89252.00,6.40,0.00,0.00,0.00,0.00
1.00,credit_card,0.1183,430.75,11.65,4.17,717.00,2610.00,1731.00,9.00,3.00,2.00,0.00,0.00
1.00,all_other,0.0894,57.19,11.23,24.21,722.00,4289.96,39900.00,70.30,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1114,32.81,11.49,11.64,707.00,5759.96,10333.00,28.20,1.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1183,430.75,10.93,11.87,722.00,5580.00,10915.00,34.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0740,186.36,11.65,6.40,772.00,4949.96,13242.00,23.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1148,659.37,12.17,6.62,757.00,5100.00,26330.00,28.60,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1392,324.31,10.31,15.92,692.00,4319.96,23616.00,49.40,3.00,0.00,0.00,0.00
1.00,credit_card,0.1183,265.08,11.08,8.12,732.00,4259.96,43799.00,87.80,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1287,215.26,11.74,9.90,697.00,5399.96,2165.00,36.10,2.00,0.00,1.00,0.00
1.00,small_business,0.1565,122.46,11.08,2.51,732.00,4080.00,1450.00,9.20,0.00,0.00,0.00,0.00
1.00,all_other,0.1531,208.90,10.43,7.31,667.00,3600.00,0.00,0.00,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0774,156.10,10.32,12.91,752.00,8973.96,15813.00,75.70,0.00,0.00,0.00,0.00
1.00,small_business,0.1635,176.65,10.82,7.20,747.00,1860.00,1340.00,7.20,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.0774,142.83,11.26,17.94,762.00,6270.00,112055.00,33.50,1.00,0.00,0.00,0.00
1.00,all_other,0.1148,138.47,10.79,18.06,707.00,2550.00,3522.00,33.20,1.00,1.00,0.00,0.00
1.00,debt_consolidation,0.0894,441.63,10.30,17.66,747.00,10019.96,25716.00,73.90,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1774,720.42,11.31,2.87,677.00,4290.96,9603.00,51.90,0.00,1.00,0.00,1.00
1.00,debt_consolidation,0.1253,267.74,10.60,13.62,717.00,4710.00,29140.00,64.00,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0894,540.12,11.08,12.89,772.00,10889.96,9242.00,18.10,1.00,0.00,0.00,0.00
1.00,all_other,0.0859,126.45,11.05,16.97,742.00,5675.96,2187.00,25.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1148,468.16,11.26,23.17,727.00,4200.96,31236.00,42.30,1.00,0.00,0.00,0.00
1.00,all_other,0.0894,317.72,10.82,7.56,757.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,credit_card,0.1218,299.70,11.02,19.77,702.00,3990.00,40781.00,76.90,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1114,656.07,11.92,0.82,792.00,7499.96,4363.00,10.50,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1426,686.12,11.97,16.42,692.00,7589.96,77324.00,75.90,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1218,532.80,11.41,13.68,717.00,3809.96,5630.00,17.80,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1253,173.19,9.95,22.86,692.00,7290.00,8688.00,67.30,0.00,0.00,0.00,1.00
1.00,all_other,0.0894,95.32,10.03,0.79,727.00,2550.00,208.00,3.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1287,269.07,10.31,9.52,692.00,3154.96,7261.00,51.90,0.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1183,596.41,11.66,8.22,747.00,7440.00,71965.00,76.60,4.00,0.00,0.00,0.00
1.00,all_other,0.0894,158.86,10.92,20.14,727.00,6029.96,22652.00,53.30,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1114,344.44,10.89,19.63,732.00,6720.00,9020.00,64.40,3.00,0.00,0.00,0.00
1.00,small_business,0.1461,634.35,11.70,13.09,752.00,7229.96,14375.00,17.50,0.00,0.00,0.00,0.00
1.00,credit_card,0.1496,426.14,11.18,6.43,667.00,5880.00,5422.00,46.70,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1461,689.51,11.05,14.72,687.00,2789.96,8004.00,66.10,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1461,344.76,10.73,22.03,672.00,4679.96,4232.00,27.10,1.00,0.00,0.00,0.00
1.00,small_business,0.1600,421.89,11.46,11.86,702.00,6330.00,34057.00,63.90,3.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1253,267.74,10.71,11.57,697.00,5070.00,9929.00,32.40,1.00,2.00,0.00,0.00
1.00,educational,0.0774,74.93,10.65,11.47,757.00,7380.00,13852.00,24.50,0.00,0.00,0.00,0.00
1.00,major_purchase,0.1114,328.04,11.44,13.03,727.00,3030.00,5960.00,43.80,0.00,0.00,0.00,0.00
1.00,all_other,0.0774,156.10,11.03,14.40,752.00,8370.00,15489.00,35.40,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1183,430.75,11.58,13.20,717.00,3270.00,38433.00,56.50,1.00,0.00,0.00,0.00
1.00,all_other,0.1148,659.37,11.35,10.07,792.00,2940.00,760.00,1.90,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1183,533.46,11.16,10.89,732.00,3600.00,15942.00,40.90,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0894,285.95,10.71,16.72,737.00,3720.00,8654.00,24.60,0.00,0.00,0.00,0.00
1.00,small_business,0.1496,207.87,11.35,11.55,762.00,4289.96,5341.00,0.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1461,689.51,10.86,14.84,682.00,3690.00,20916.00,65.60,1.00,0.00,0.00,0.00
1.00,educational,0.1357,611.44,11.23,2.85,692.00,4770.00,4389.00,7.70,3.00,0.00,0.00,0.00
1.00,credit_card,0.1183,78.70,11.00,16.48,697.00,6839.96,3689.00,22.20,2.00,0.00,0.00,0.00
1.00,credit_card,0.1392,682.74,12.32,11.37,697.00,4589.96,56558.00,72.10,0.00,0.00,0.00,0.00
1.00,credit_card,0.1253,200.80,10.46,23.07,687.00,5100.00,3334.00,23.50,0.00,0.00,0.00,0.00
1.00,all_other,0.0894,413.03,11.78,0.05,802.00,6809.96,2563.00,8.80,0.00,0.00,0.00,0.00
1.00,all_other,0.1565,262.40,10.40,11.93,672.00,1470.00,1140.00,54.30,0.00,0.00,0.00,0.00
1.00,small_business,0.1635,565.27,10.82,0.36,722.00,1754.96,640.00,3.90,3.00,0.00,0.00,0.00
1.00,home_improvement,0.1670,710.03,11.26,24.60,677.00,1748.96,0.00,49.63,1.00,0.00,0.00,1.00
1.00,major_purchase,0.1218,466.20,12.32,16.65,717.00,6389.96,37629.00,87.10,1.00,0.00,0.00,0.00
1.00,credit_card,0.1426,343.06,11.78,7.50,677.00,2580.00,12907.00,52.90,3.00,2.00,0.00,0.00
1.00,debt_consolidation,0.1704,642.14,11.68,17.74,672.00,5160.00,18938.00,53.80,1.00,1.00,0.00,0.00
1.00,debt_consolidation,0.0894,368.55,10.75,12.35,752.00,3300.00,1061.00,10.10,0.00,0.00,0.00,0.00
1.00,home_improvement,0.0859,363.52,10.31,1.80,792.00,7889.96,2324.00,5.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1565,554.53,10.92,22.84,672.00,4619.96,22684.00,89.90,0.00,0.00,0.00,1.00
1.00,all_other,0.1878,657.81,11.29,15.60,672.00,1142.00,11184.00,93.20,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1114,461.71,10.09,13.15,752.00,6631.00,13551.00,29.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1148,454.97,10.67,23.61,752.00,8679.96,6698.00,67.00,0.00,0.00,0.00,0.00
1.00,credit_card,0.1148,659.37,11.26,5.72,757.00,3616.00,8863.00,27.40,1.00,0.00,0.00,0.00
1.00,educational,0.1253,167.34,10.60,10.56,692.00,4410.00,15041.00,66.60,0.00,0.00,0.00,0.00
1.00,all_other,0.0859,63.23,9.90,8.70,747.00,4289.96,4622.00,19.30,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1253,669.33,12.06,6.45,722.00,3420.00,23973.00,44.90,1.00,0.00,0.00,0.00
1.00,educational,0.1287,48.77,9.74,7.41,692.00,2009.96,0.00,0.00,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1114,393.65,11.24,15.06,742.00,4860.00,18862.00,47.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0859,252.89,10.13,20.30,797.00,6690.00,3301.00,27.30,0.00,0.00,0.00,0.00
1.00,credit_card,0.1253,401.60,11.86,5.59,702.00,5009.96,4381.00,16.50,2.00,0.00,0.00,0.00
1.00,educational,0.1253,401.60,12.07,6.33,717.00,9120.00,38384.00,90.10,1.00,0.00,0.00,0.00
1.00,small_business,0.1531,313.34,11.33,3.45,742.00,5520.00,6218.00,8.10,0.00,0.00,1.00,0.00
1.00,credit_card,0.1183,198.81,11.00,15.50,702.00,3809.96,55333.00,39.00,2.00,0.00,0.00,0.00
1.00,educational,0.0894,57.19,10.53,21.54,742.00,3179.96,2940.00,32.30,5.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1218,666.00,11.57,13.84,732.00,9373.96,22233.00,76.70,1.00,0.00,0.00,0.00
1.00,all_other,0.0774,156.10,10.58,5.62,747.00,2220.00,2326.00,25.00,1.00,0.00,0.00,0.00
1.00,educational,0.0894,142.98,9.81,6.29,792.00,2670.00,70.00,0.70,1.00,0.00,0.00,0.00
1.00,all_other,0.1148,197.82,11.23,12.66,727.00,3270.00,4027.00,7.20,2.00,1.00,0.00,0.00
1.00,debt_consolidation,0.0894,327.25,10.30,19.29,747.00,8070.00,5822.00,64.70,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1114,492.06,10.92,12.18,767.00,8939.96,13095.00,19.60,2.00,0.00,0.00,0.00
1.00,all_other,0.1809,904.88,11.16,21.02,672.00,5190.00,37893.00,74.40,3.00,0.00,0.00,1.00
1.00,all_other,0.0859,126.45,11.35,7.30,747.00,7949.96,19817.00,64.10,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1531,448.25,10.82,24.17,672.00,3390.00,6256.00,71.90,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.0859,256.84,10.40,16.36,752.00,3360.00,12442.00,33.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1426,48.03,10.60,13.83,662.00,3869.96,3163.00,53.60,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1565,314.88,11.00,15.42,662.00,4289.96,16286.00,89.50,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1287,538.14,11.08,11.52,727.00,4740.00,7290.00,93.50,0.00,0.00,0.00,0.00
1.00,all_other,0.0859,316.11,10.86,8.52,812.00,10950.00,952.00,1.10,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1322,338.01,10.70,19.32,692.00,3869.96,8540.00,87.10,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1114,360.84,10.76,10.39,722.00,2193.00,10735.00,34.50,3.00,0.00,0.00,0.00
1.00,all_other,0.0894,524.23,11.59,3.16,802.00,9870.00,4588.00,6.70,0.00,0.00,0.00,0.00
1.00,all_other,0.1357,322.71,10.37,0.56,792.00,9029.96,1479.00,7.10,7.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1218,666.00,10.84,22.88,732.00,3990.00,26803.00,51.40,1.00,0.00,0.00,0.00
1.00,all_other,0.0705,61.80,10.71,3.68,777.00,7800.00,6669.00,23.80,0.00,0.00,0.00,0.00
1.00,educational,0.1253,430.88,10.54,24.27,712.00,2039.96,5048.00,55.50,0.00,0.00,0.00,1.00
1.00,credit_card,0.0859,252.89,10.06,17.23,762.00,2550.00,2296.00,9.30,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1114,262.43,11.74,13.61,722.00,5399.96,41568.00,48.60,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1704,713.49,12.00,14.04,677.00,4440.00,70627.00,91.80,2.00,0.00,0.00,0.00
1.00,major_purchase,0.1357,679.37,10.65,11.91,722.00,1410.96,1458.00,12.40,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1496,519.68,11.41,24.99,687.00,3509.96,53896.00,96.80,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1392,512.06,11.16,22.34,682.00,5039.96,7705.00,39.90,2.00,1.00,0.00,0.00
1.00,debt_consolidation,0.0859,460.72,10.57,24.71,772.00,3990.00,10277.00,28.90,2.00,0.00,0.00,0.00
1.00,credit_card,0.1496,415.74,10.55,10.10,682.00,2553.00,12315.00,80.00,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0894,385.23,10.65,22.11,747.00,3360.00,19029.00,22.00,3.00,0.00,0.00,0.00
1.00,home_improvement,0.1253,234.27,11.29,15.93,702.00,4229.96,20125.00,59.90,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1357,142.67,10.35,17.77,677.00,1679.96,2187.00,70.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1913,734.42,11.05,8.86,677.00,7350.00,9881.00,99.80,0.00,0.00,0.00,0.00
1.00,credit_card,0.1114,457.61,11.16,10.96,732.00,5429.96,27948.00,73.80,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1287,235.44,10.13,9.79,692.00,6721.00,6355.00,65.50,1.00,0.00,0.00,0.00
1.00,home_improvement,0.1114,393.65,11.42,14.36,737.00,3899.96,3114.00,26.40,1.00,0.00,0.00,0.00
1.00,all_other,0.1218,249.75,11.29,2.77,717.00,3630.00,653.00,19.80,2.00,0.00,0.00,0.00
1.00,home_improvement,0.1253,510.37,10.86,10.96,722.00,6270.00,2652.00,3.90,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1218,499.50,11.34,24.66,722.00,11159.96,22319.00,58.70,0.00,2.00,0.00,0.00
1.00,home_improvement,0.1148,659.37,12.21,4.24,812.00,5880.00,15571.00,8.70,4.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1253,117.14,10.71,23.12,692.00,2459.96,5177.00,64.70,0.00,0.00,0.00,0.00
1.00,home_improvement,0.1357,339.69,11.51,3.35,702.00,2340.00,61.00,2.00,0.00,0.00,0.00,0.00
1.00,major_purchase,0.1496,277.16,10.65,4.46,672.00,1769.96,5626.00,26.90,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1148,164.85,10.04,8.54,732.00,2039.96,1517.00,22.30,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1392,546.20,11.61,15.36,687.00,3060.00,23839.00,59.30,1.00,2.00,0.00,0.00
1.00,small_business,0.1704,713.49,11.13,8.40,747.00,1860.00,632.00,1.30,6.00,0.00,0.00,1.00
1.00,small_business,0.1565,314.88,10.49,4.43,732.00,1471.00,2320.00,28.30,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0894,317.72,10.31,5.60,737.00,5640.00,9152.00,17.30,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1531,497.86,11.13,13.70,677.00,2340.00,23626.00,90.90,2.00,0.00,0.00,0.00
1.00,credit_card,0.1392,573.50,12.32,24.06,702.00,6869.96,109027.00,90.20,3.00,0.00,0.00,0.00
1.00,major_purchase,0.0740,124.24,10.24,1.89,797.00,8100.00,2198.00,8.70,0.00,0.00,0.00,0.00
1.00,all_other,0.1531,278.53,10.84,16.52,662.00,2459.96,7959.00,33.20,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1600,457.05,11.42,23.89,662.00,2190.00,58686.00,80.80,2.00,0.00,0.00,0.00
1.00,small_business,0.1531,348.16,10.17,1.38,792.00,2291.00,425.00,2.10,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1253,321.28,10.63,16.72,702.00,3360.00,2978.00,81.90,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1670,710.03,11.01,20.94,672.00,5850.00,28332.00,81.20,0.00,1.00,0.00,0.00
1.00,all_other,0.1114,157.46,9.90,3.12,737.00,1500.00,2644.00,23.40,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1183,331.34,10.46,24.13,717.00,6449.96,5587.00,73.50,0.00,0.00,0.00,1.00
1.00,all_other,0.1704,214.05,10.27,12.42,662.00,2160.00,8765.00,95.30,1.00,0.00,0.00,0.00
1.00,all_other,0.1287,235.44,11.58,18.09,687.00,5160.00,89844.00,84.80,0.00,0.00,0.00,0.00
1.00,all_other,0.0774,249.75,11.54,15.47,802.00,4620.96,6498.00,11.60,2.00,0.00,0.00,0.00
1.00,all_other,0.1114,426.45,10.49,11.77,737.00,5460.00,3636.00,7.40,1.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1253,220.88,11.40,20.20,697.00,9240.00,27017.00,45.70,2.00,0.00,0.00,0.00
1.00,home_improvement,0.1496,346.45,10.43,17.08,672.00,1800.00,3918.00,38.20,1.00,0.00,0.00,0.00
1.00,major_purchase,0.1426,171.53,11.11,12.48,687.00,7410.00,24905.00,95.50,3.00,0.00,0.00,0.00
1.00,all_other,0.1114,246.03,12.09,11.33,727.00,5429.96,32706.00,81.60,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1253,267.74,10.31,9.80,702.00,2670.00,5934.00,39.80,1.00,1.00,0.00,0.00
1.00,all_other,0.0774,109.27,10.35,5.73,767.00,2220.00,1092.00,9.90,0.00,0.00,0.00,0.00
1.00,educational,0.0859,110.64,10.39,7.83,737.00,2160.00,1092.00,9.90,0.00,0.00,0.00,0.00
1.00,small_business,0.2017,186.26,10.82,6.00,672.00,5009.96,9814.00,59.50,1.00,0.00,1.00,1.00
1.00,debt_consolidation,0.1357,339.69,10.75,21.17,702.00,4229.96,9114.00,57.00,0.00,0.00,0.00,0.00
1.00,credit_card,0.0859,126.45,10.71,4.72,762.00,3073.00,7347.00,26.70,1.00,0.00,0.00,0.00
1.00,all_other,0.1218,159.84,11.08,12.07,697.00,5759.96,21028.00,84.80,1.00,0.00,0.00,0.00
1.00,all_other,0.1183,298.21,10.97,0.48,717.00,2910.00,0.00,0.00,1.00,0.00,0.00,0.00
1.00,credit_card,0.0705,92.70,10.55,16.80,772.00,3270.00,4088.00,15.00,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1148,659.37,12.53,0.22,777.00,5669.96,1003.00,3.30,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1426,274.45,10.31,14.16,677.00,3089.96,1338.00,27.90,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0894,349.49,10.99,16.70,802.00,4679.96,667.00,3.60,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1287,571.77,11.52,17.22,712.00,7979.96,26949.00,52.00,0.00,0.00,0.00,0.00
1.00,credit_card,0.1426,96.06,10.13,18.29,667.00,4589.96,12995.00,31.60,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.0774,156.10,11.27,9.27,747.00,3119.96,13899.00,36.00,1.00,0.00,0.00,0.00
1.00,all_other,0.1392,273.10,11.36,22.55,677.00,2940.00,2149.00,36.40,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1148,422.00,10.93,13.33,722.00,6240.00,3230.00,26.40,0.00,0.00,0.00,0.00
1.00,all_other,0.1218,149.85,11.21,1.49,707.00,3780.00,2698.00,33.30,2.00,1.00,0.00,0.00
1.00,small_business,0.1704,85.62,11.25,7.46,667.00,4319.96,575.00,16.00,2.00,0.00,0.00,0.00
1.00,credit_card,0.1357,441.60,11.63,15.01,702.00,4170.00,46306.00,56.60,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1531,313.34,10.69,6.14,662.00,6960.00,5776.00,77.00,1.00,0.00,0.00,1.00
1.00,credit_card,0.1148,633.00,11.02,17.35,762.00,8820.00,5331.00,9.10,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1218,666.00,11.23,18.45,732.00,4259.96,29074.00,46.20,0.00,0.00,0.00,0.00
1.00,credit_card,0.1287,420.42,10.92,17.61,702.00,2039.96,13441.00,49.40,2.00,0.00,0.00,0.00
1.00,all_other,0.1183,493.70,10.92,9.51,742.00,1590.00,1691.00,16.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0894,349.49,10.87,8.95,742.00,9329.96,25212.00,46.60,1.00,0.00,0.00,0.00
1.00,major_purchase,0.1253,83.67,11.16,10.68,702.00,5820.00,4403.00,88.10,0.00,0.00,0.00,0.00
1.00,credit_card,0.1287,201.80,10.28,10.51,707.00,4289.96,1980.00,46.00,0.00,1.00,0.00,0.00
1.00,credit_card,0.1461,861.88,11.70,20.52,707.00,5580.00,78468.00,84.30,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1114,656.07,11.61,21.69,772.00,9990.00,67969.00,40.50,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1392,204.83,11.03,14.05,677.00,3479.96,5810.00,85.40,1.00,0.00,0.00,0.00
1.00,credit_card,0.0894,397.15,10.92,17.15,757.00,6330.00,24452.00,66.40,0.00,0.00,0.00,0.00
1.00,credit_card,0.0894,381.26,10.95,18.99,752.00,2849.96,25577.00,30.80,1.00,0.00,0.00,0.00
1.00,small_business,0.1982,229.86,9.86,0.00,667.00,1440.00,0.00,0.00,0.00,0.00,1.00,1.00
1.00,debt_consolidation,0.1357,339.69,11.00,7.30,702.00,5399.96,6749.00,91.20,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1774,720.42,11.20,14.06,702.00,4229.96,55912.00,68.10,2.00,0.00,0.00,1.00
1.00,home_improvement,0.1183,662.68,11.29,12.95,742.00,8431.00,20586.00,37.50,0.00,0.00,0.00,0.00
1.00,credit_card,0.0894,349.49,10.82,23.18,732.00,3630.00,11557.00,46.20,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1704,642.14,11.36,6.81,677.00,7499.96,4418.00,96.00,0.00,0.00,0.00,0.00
1.00,all_other,0.0894,556.01,11.78,9.81,777.00,5070.00,8651.00,13.60,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1357,397.44,10.93,22.66,687.00,5580.00,16677.00,45.90,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1426,171.53,10.93,8.17,667.00,4289.96,9685.00,43.20,1.00,0.00,0.00,0.00
